record_id,latitude,longitude,elevation_m,road_slope_percent,topographic_wetness_index,distance_to_lowest_point_m,distance_to_nearest_drain_m,underpass,historical_waterlogging_count,known_waterlogging_hotspot,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_24h_mm,rainfall_intensity_mm_hr,waterlogging,waterlogging_severity
GWL_0615,28.46102,76.98614,209.8,1.88,10.72,372.3,187.5,0,11,1,70.0,125.0,160.0,218.0,85.0,1,1
GWL_0616,28.46149,76.98475,209.7,2.79,10.82,357.3,199.5,0,11,1,58.0,105.0,142.0,168.0,70.0,1,1
GWL_0617,28.46047,76.98576,209.8,1.26,11.18,372.8,193.1,0,11,1,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0618,28.46246,76.98454,209.4,0.87,11.16,307.8,180.0,0,11,1,70.0,125.0,160.0,218.0,85.0,1,1
GWL_0619,28.46193,76.984,209.5,0.42,11.42,344.7,192.9,0,11,1,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0620,28.46006,76.98504,209.7,1.44,11.24,353.2,183.3,0,11,1,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0621,28.49371,77.08968,225.6,0.38,4.45,1677.6,81.8,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0622,28.49601,77.08772,225.8,2.43,4.69,1727.5,96.0,0,2,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0623,28.49363,77.08903,225.8,3.46,4.66,1732.5,92.6,0,2,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0624,28.49435,77.08832,226.2,3.03,4.12,1755.3,80.4,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0625,28.49362,77.08791,225.6,2.9,4.6,1709.1,70.0,0,2,0,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0626,28.49452,77.08742,225.6,0.43,4.45,1698.2,78.7,0,2,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0627,28.49485,77.08783,226.1,3.19,4.55,1731.7,73.2,0,2,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0628,28.49646,77.08688,225.6,1.18,4.58,1682.6,93.5,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0629,28.49397,77.0886,225.5,0.43,5.21,1675.1,94.6,0,2,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0630,28.49523,77.08693,226.2,1.01,4.88,1733.8,95.6,0,2,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0631,28.49364,77.08824,226.0,3.28,5.01,1742.8,96.6,0,2,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0632,28.4942,77.08755,225.6,1.44,4.65,1697.8,74.8,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0633,28.49567,77.0872,225.6,1.86,5.06,1705.6,89.4,0,2,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0634,28.49407,77.08834,225.5,1.45,4.71,1669.1,78.2,0,2,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0635,28.49647,77.08956,225.7,0.34,4.4,1700.2,98.4,0,2,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0636,28.49402,77.08899,225.5,3.44,4.68,1698.5,80.3,0,2,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0637,28.49548,77.08728,225.5,3.3,5.22,1703.0,88.8,0,2,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0638,28.49602,77.08691,225.7,1.24,4.86,1698.7,74.5,0,2,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0639,28.49539,77.08914,225.7,0.64,4.42,1694.0,79.0,0,2,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0640,28.49553,77.0885,226.0,1.4,4.92,1718.2,84.1,0,2,0,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0641,28.4599,77.09554,226.8,3.12,4.12,1805.4,130.8,0,1,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0642,28.45957,77.09595,226.7,2.21,4.06,1785.0,132.4,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0643,28.45794,77.09589,226.8,3.21,3.79,1797.4,133.7,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0644,28.45842,77.09778,226.8,3.39,3.99,1807.7,146.4,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0645,28.46015,77.09666,227.1,0.85,3.83,1840.2,139.8,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0646,28.45862,77.09728,227.0,3.34,4.44,1818.9,156.4,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0647,28.45765,77.09577,227.1,0.95,4.4,1840.3,142.7,0,1,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0648,28.45853,77.09788,227.1,1.81,4.01,1839.9,147.1,0,1,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0649,28.45979,77.09744,227.0,1.63,4.55,1809.5,153.8,0,1,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0650,28.46032,77.09687,227.3,2.86,4.43,1836.3,131.5,0,1,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0651,28.45871,77.09702,227.1,2.67,4.02,1828.9,135.6,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0652,28.45975,77.09664,226.9,1.16,4.49,1805.8,136.5,0,1,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0653,28.4604,77.09715,227.5,1.61,3.98,1873.4,145.8,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0654,28.45962,77.09576,227.1,0.61,3.87,1803.5,131.2,0,1,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0655,28.46043,77.09573,227.2,2.97,4.17,1818.1,151.8,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0656,28.4593,77.09719,227.3,3.42,4.15,1834.2,149.5,0,1,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0657,28.45771,77.09769,226.8,1.28,4.6,1801.9,141.8,0,1,0,32.0,58.0,74.0,89.0,40.0,0,0
GWL_0658,28.45892,77.09756,227.0,3.07,3.79,1826.1,155.4,0,1,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0659,28.45805,77.09629,226.8,2.53,4.32,1803.4,135.9,0,1,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0660,28.45814,77.09512,227.0,2.05,4.56,1821.7,143.1,0,1,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0661,28.48256,77.10516,235.3,1.94,0.64,2502.6,861.8,0,0,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0662,28.48006,77.10391,235.0,2.06,1.1,2481.7,851.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0663,28.48155,77.10591,235.2,3.24,1.18,2515.7,845.8,0,0,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0664,28.4817,77.10487,235.1,1.82,0.99,2496.9,855.6,0,0,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0665,28.48029,77.10542,234.7,0.48,1.06,2475.8,853.1,0,0,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0666,28.48053,77.10467,234.9,3.28,1.46,2486.6,849.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0667,28.48191,77.10311,235.0,1.31,1.42,2475.5,856.6,0,0,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0668,28.48192,77.10446,234.7,3.41,1.14,2474.1,847.1,0,0,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0669,28.48115,77.10429,234.7,0.55,1.46,2459.1,845.8,0,0,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0670,28.48121,77.10531,234.6,2.1,0.78,2442.5,841.6,0,0,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0671,28.4822,77.10335,234.6,1.65,1.5,2451.5,852.7,0,0,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0672,28.47982,77.10435,235.1,2.08,0.79,2496.1,843.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0673,28.4808,77.1033,235.2,3.39,1.39,2526.6,858.0,0,0,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0674,28.4818,77.10386,235.1,1.7,0.94,2513.8,848.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0675,28.48065,77.10577,234.6,1.8,1.57,2465.4,856.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0676,28.48045,77.10403,235.3,2.05,0.89,2504.5,840.5,0,0,0,58.0,105.0,142.0,168.0,70.0,0,0
GWL_0677,28.48259,77.10413,235.1,0.46,1.14,2520.8,857.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0678,28.48008,77.10475,235.2,1.54,1.3,2517.9,867.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0679,28.48157,77.10339,234.8,0.87,1.49,2488.4,860.3,0,0,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0680,28.4806,77.10355,235.2,1.76,0.65,2516.7,841.2,0,0,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0681,28.45048,77.10791,241.7,3.45,-1.97,3049.7,1096.1,0,0,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0682,28.45181,77.10778,242.1,0.27,-2.31,3096.3,1114.5,0,0,0,6.0,11.0,14.0,18.0,7.0,0,0
GWL_0683,28.45216,77.10676,242.0,3.21,-1.91,3103.2,1094.0,0,0,0,45.0,82.0,115.0,132.0,55.0,0,0
GWL_0684,28.45231,77.10875,242.4,2.43,-2.1,3141.5,1098.3,0,0,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0685,28.4505,77.1086,242.2,3.27,-2.18,3118.9,1112.2,0,0,0,70.0,125.0,160.0,218.0,85.0,0,0
GWL_0686,28.44969,77.10766,241.8,1.2,-1.24,3078.7,1111.5,0,0,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0687,28.45243,77.10763,242.2,1.63,-1.51,3094.2,1118.4,0,0,0,75.0,135.0,180.0,240.0,90.0,0,0
GWL_0688,28.45016,77.10748,242.2,1.5,-1.77,3104.8,1112.3,0,0,0,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0689,28.45018,77.10668,241.8,1.77,-2.05,3067.2,1102.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0690,28.44967,77.10825,242.3,0.7,-1.82,3122.1,1102.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0691,28.4516,77.10773,242.0,0.22,-1.61,3096.5,1091.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0692,28.4506,77.10944,241.9,1.86,-1.35,3090.2,1107.5,0,0,0,28.0,52.0,85.0,110.0,35.0,0,0
GWL_0693,28.45189,77.10909,242.0,1.77,-1.91,3108.7,1110.9,0,0,0,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0694,28.44975,77.10909,242.0,0.43,-1.75,3086.7,1116.3,0,0,0,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0695,28.45011,77.10898,242.0,0.38,-1.33,3090.5,1098.7,0,0,0,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0696,28.45091,77.10907,241.8,0.84,-2.09,3064.9,1113.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0
GWL_0697,28.45091,77.10718,241.7,1.3,-1.24,3058.2,1119.6,0,0,0,62.0,118.0,155.0,185.0,75.0,0,0
GWL_0698,28.45096,77.10704,242.3,1.72,-1.71,3134.8,1091.5,0,0,0,40.0,72.0,98.0,115.0,48.0,0,0
GWL_0699,28.44979,77.10866,241.8,0.81,-2.18,3053.9,1113.2,0,0,0,50.0,92.0,120.0,145.0,60.0,0,0
GWL_0700,28.4499,77.1079,242.1,1.61,-2.31,3109.8,1090.3,0,0,0,4.0,8.0,12.0,15.0,5.0,0,0
GWL_0701,28.4789,77.0815,214.2,1.2,9.4,420.0,85.0,0,8,1,52.0,93.6,124.8,166.4,52.0,1,2
GWL_0702,28.4765,77.079,213.8,0.9,9.8,445.0,72.0,0,7,1,48.0,86.4,115.2,153.6,48.0,1,2
GWL_0703,28.4612,77.0821,215.0,1.6,10.2,380.0,95.0,0,12,1,58.0,104.4,139.2,185.6,58.0,1,3
GWL_0704,28.4895,77.0945,212.5,2.1,11.5,510.0,120.0,0,15,1,72.0,129.6,172.8,230.4,72.0,1,4
GWL_0705,28.4281,77.119,222.0,2.8,11.8,620.0,180.0,0,10,1,65.0,117.0,156.0,208.0,65.0,1,3
GWL_0706,28.4593,77.0725,214.5,1.4,10.5,395.0,68.0,0,14,1,60.0,108.0,144.0,192.0,60.0,1,3
GWL_0707,28.4542,77.0745,215.1,1.1,9.6,410.0,55.0,0,6,1,45.0,81.0,108.0,144.0,45.0,1,2
GWL_0708,28.4811,77.0512,213.1,1.8,10.8,480.0,110.0,0,11,1,55.0,99.0,132.0,176.0,55.0,1,3
GWL_0709,28.4735,77.045,214.0,0.8,9.2,430.0,78.0,0,5,1,42.0,75.6,100.8,134.4,42.0,1,2
GWL_0710,28.4632,77.0315,212.8,1.5,10.1,465.0,92.0,0,9,1,50.0,90.0,120.0,160.0,50.0,1,3
GWL_0711,28.4856,77.0321,213.0,1.0,9.5,440.0,88.0,0,7,1,46.0,82.8,110.4,147.2,46.0,1,2
GWL_0712,28.468,77.0805,215.5,0.7,9.1,400.0,65.0,0,8,1,44.0,79.2,105.6,140.8,44.0,1,2
GWL_0713,28.4815,77.091,213.4,2.0,10.6,490.0,105.0,0,13,1,62.0,111.6,148.8,198.4,62.0,1,3
GWL_0714,28.4685,77.0678,217.5,0.4,7.5,350.0,45.0,0,0,0,12.0,21.6,28.8,38.4,12.0,0,0
GWL_0715,28.472,77.072,208.5,2.4,12.1,280.0,320.0,1,22,1,78.0,140.4,187.2,249.6,78.0,1,4
